name	terms	is_query
ATP5F1A	generation of precursor metabolites and energy;transmembrane transport;carbohydrate derivative metabolic process;lipid metabolic process;aging;programmed cell death;cell motility;nucleobase-containing small molecule metabolic process;ligase activity;hydrolase activity;ATP-dependent activity;transporter activity;RNA binding;organelle;plasma membrane;mitochondrion;extracellular space	False
ATP5F1B	anatomical structure development;generation of precursor metabolites and energy;cell differentiation;cell adhesion;transmembrane transport;carbohydrate derivative metabolic process;lipid metabolic process;cell motility;nucleobase-containing small molecule metabolic process;ligase activity;ATP-dependent activity;transporter activity;nucleus;plasma membrane;organelle;extracellular space;mitochondrion	False
ATP5F1C	transmembrane transport;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;ligase activity;hydrolase activity;ATP-dependent activity;transporter activity;RNA binding;mitochondrion	False
ATP5F1D	generation of precursor metabolites and energy;transmembrane transport;carbohydrate derivative metabolic process;protein-containing complex assembly;mitochondrion organization;nucleobase-containing small molecule metabolic process;ligase activity;transporter activity;mitochondrion	False
ATP5F1E	transmembrane transport;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;ligase activity;hydrolase activity;transporter activity;mitochondrion	False
ATP5ME	transmembrane transport;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;ligase activity;transporter activity;mitochondrion	False
ATP5MF	transmembrane transport;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;ligase activity;transporter activity;nuclear envelope;mitochondrion	False
ATP5MG	transmembrane transport;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;ligase activity;transporter activity;mitochondrion	False
ATP5MPL		False
ATP5PB	anatomical structure development;generation of precursor metabolites and energy;transmembrane transport;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;ligase activity;transporter activity;nucleus;mitochondrion	False
ATP5PO	transmembrane transport;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;ligase activity;transporter activity;nucleus;plasma membrane;mitochondrion	False
ATP6V0D1	anatomical structure development;transmembrane transport;vesicle-mediated transport;autophagy;cilium organization;ATP-dependent activity;transporter activity;vacuole;plasma membrane;microtubule organizing center;lysosome;endosome;organelle;extracellular space;cytoplasmic vesicle	False
ATP6V1A	transmembrane transport;carbohydrate derivative metabolic process;lysosome organization;vesicle-mediated transport;autophagy;nucleobase-containing small molecule metabolic process;ligase activity;ATP-dependent activity;transporter activity;vacuole;nucleoplasm;plasma membrane;lysosome;cytosol;organelle;extracellular space;cytoplasmic vesicle	False
ATP6V1B2	transmembrane transport;carbohydrate derivative metabolic process;vesicle-mediated transport;autophagy;nucleobase-containing small molecule metabolic process;ATP-dependent activity;transporter activity;vacuole;plasma membrane;lysosome;cytosol;organelle;extracellular space;cytoplasmic vesicle	False
ATP6V1E1	transmembrane transport;vesicle-mediated transport;autophagy;ATP-dependent activity;transporter activity;vacuole;plasma membrane;lysosome;cytosol;endosome;organelle;extracellular space;cytoplasmic vesicle	False
ATP6V1F	lysosome organization;transmembrane transport;vesicle-mediated transport;ATP-dependent activity;transporter activity;vacuole;cytosol;organelle;extracellular space;cytoplasmic vesicle	False
B2M	anatomical structure development;protein folding;immune system process;cell differentiation;cell adhesion;protein-containing complex assembly;nervous system process;vesicle-mediated transport;endoplasmic reticulum;plasma membrane;Golgi apparatus;cytosol;endosome;extracellular region;extracellular space;organelle;cytoplasmic vesicle	False
BANF1	immune system process;defense response to other organism;chromatin organization;mitotic nuclear division;membrane organization;DNA binding;nucleoplasm;nucleus;nuclear envelope;chromosome;cytosol	False
BCAT1	lipid metabolic process;mitotic cell cycle;amino acid metabolic process;transferase activity;cytosol;mitochondrion	False
BCKDHB	lipid metabolic process;amino acid metabolic process;oxidoreductase activity;nucleolus;nucleoplasm;mitochondrion	False
BCS1L	intracellular protein transport;membrane organization;mitochondrion organization;protein-containing complex assembly;hydrolase activity;ATP-dependent activity;mitochondrion	False
BDH1	lipid metabolic process;oxidoreductase activity;organelle;mitochondrion	False
BLMH	protein modification process;sulfur compound metabolic process;amino acid metabolic process;catalytic activity, acting on a protein;hydrolase activity;cytosol;nucleus;extracellular space;organelle	False
BLVRA	oxidoreductase activity;cytosol;organelle;extracellular space	False
BLVRB	oxidoreductase activity;nucleoplasm;plasma membrane;cytosol;organelle;extracellular space	False
BOD1L1	protein modification process;DNA replication;DNA repair;nucleoplasm	False
BOLA2	sulfur compound metabolic process;protein maturation;cytosol;nucleus	False
BOP1	ribosome biogenesis;signaling;protein-containing complex assembly;RNA binding;nucleolus;chromosome;nucleoplasm	False
BPNT1	anatomical structure development;carbohydrate metabolic process;carbohydrate derivative metabolic process;lipid metabolic process;sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;hydrolase activity;cytosol	False
BROX	organelle;extracellular space	False
BTF3	anatomical structure development;RNA binding;ribosome;cytosol;nucleus	False
BUB3	chromosome segregation;mitotic nuclear division;reproductive process;protein modification process;signaling;chromosome;cytosol;nucleoplasm;nucleus	False
BUD23	chromatin organization;ribosome biogenesis;RNA binding;catalytic activity, acting on RNA;transferase activity;nucleolus;nucleoplasm;nucleus	False
BUD31	regulation of DNA-templated transcription;signaling;mRNA metabolic process;transcription regulator activity;chromosome;nucleoplasm;nucleus	False
BZW1	RNA binding	False
BZW2		False
C11orf54	hydrolase activity;nucleoplasm;nucleus;extracellular space;organelle	False
C11orf68	RNA binding	False
C19orf53		False
C1QBP	anatomical structure development;immune system process;cell adhesion;defense response to other organism;mRNA metabolic process;regulation of DNA-templated transcription;ribosome biogenesis;programmed cell death;reproductive process;mitochondrial gene expression;signaling;cell motility;transcription regulator activity;RNA binding;nucleolus;nucleus;plasma membrane;cytosol;extracellular space;mitochondrion	False
C3orf38	programmed cell death;nucleus	False
C8orf82		False
CACTIN	immune system process;defense response to other organism;mRNA metabolic process;regulation of DNA-templated transcription;protein modification process;signaling;RNA binding;cytosol;nucleoplasm;nucleus	False
CAD	protein modification process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;amino acid metabolic process;catalytic activity, acting on a protein;hydrolase activity;ligase activity;transferase activity;cytosol;nucleus;extracellular space;organelle	False
CALM1	anatomical structure development;transmembrane transport;circulatory system process;muscle system process;cytokinesis;autophagy;protein modification process;mitotic cell cycle;signaling;molecular function regulator activity;cytoskeletal protein binding;cytoskeleton;nucleus;nucleoplasm;plasma membrane;cilium;cytosol;organelle;extracellular region;microtubule organizing center	False
CALR	cytoskeleton organization;immune system process;anatomical structure development;nucleocytoplasmic transport;protein-containing complex assembly;autophagy;protein catabolic process;cell differentiation;cell adhesion;vesicle-mediated transport;signaling;cell motility;protein folding;intracellular protein transport;regulation of DNA-templated transcription;reproductive process;protein maturation;programmed cell death;meiotic nuclear division;RNA binding;DNA binding;protein folding chaperone;endoplasmic reticulum;extracellular matrix;nucleus;plasma membrane;nuclear envelope;Golgi apparatus;lysosome;cytosol;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
